Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2,7,1,9119,1,3,140.0,1,3,5,2,2,140.0,1,0,0,1,1,0,33,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,2
1,1,1,9773,1,1,128.0,1,38,38,9,10,124.5,0,0,0,1,1,0,19,0,0,6,8,6,12.666666666666666,0,0,6,8,5,13.0,0,10.8,1.4,1.74,1
1,1,1,171,1,1,136.0,1,37,37,9,9,136.0,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,2
1,1,5,9500,1,1,122.0,1,19,38,7,7,116.6,1,0,0,1,0,0,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,1
1,17,1,9773,1,1,121.0,1,38,19,5,5,111.9,0,0,0,1,1,0,19,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,12.4,0.5,1.79,1
1,44,1,9003,1,39,150.0,1,3,19,2,8,150.0,1,0,0,1,1,0,21,0,0,6,6,6,15.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,1
1,1,2,9238,1,1,129.0,1,1,1,9,9,132.6,1,0,0,1,0,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,10.8,1.4,1.74,1
1,1,1,9853,1,1,130.0,1,1,38,9,9,122.3,0,0,0,1,0,1,20,0,0,6,7,6,12.666666666666666,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,1
1,17,1,9254,1,1,120.0,1,38,37,5,5,111.3,1,0,0,1,1,0,18,0,0,6,10,4,10.5,0,0,6,12,0,0.0,0,16.2,0.3,-0.92,2
1,39,1,9003,1,1,120.0,1,3,19,2,6,120.0,1,0,0,0,1,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,2
1,1,5,9773,1,1,135.0,1,1,37,5,7,122.1,1,0,0,1,0,1,18,0,0,6,11,6,11.666666666666666,0,0,6,11,3,11.666666666666666,0,9.4,-0.8,-3.12,1
1,39,1,9991,0,12,110.0,1,37,37,7,9,113.7,1,0,1,1,0,0,25,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,2
1,1,2,9500,1,1,137.0,1,37,38,9,9,126.3,1,0,0,1,0,1,19,0,0,7,8,7,13.542857142857144,0,0,8,9,8,14.881818181818,0,11.1,0.6,2.02,1
1,17,4,9500,1,1,146.0,1,19,19,7,7,133.4,1,0,0,1,0,1,18,0,0,7,7,7,13.79714285714286,0,0,8,8,8,14.775,0,12.4,0.5,1.79,1
1,1,2,9773,1,1,132.0,1,1,19,5,9,120.1,1,0,0,1,1,1,18,0,0,6,6,6,13.5,0,0,6,6,6,14.166666666666666,0,15.5,2.8,-4.06,1
1,17,1,9853,1,1,134.0,1,19,19,7,3,121.8,1,0,0,1,0,0,18,0,0,6,8,5,13.6,0,0,6,8,5,11.8,0,7.6,2.6,0.32,3
2,39,1,9991,0,12,133.1,1,37,37,9,9,153.0,1,0,0,1,0,0,40,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,2
1,1,3,9254,1,1,128.0,1,37,37,5,10,116.5,1,0,0,1,0,0,18,0,0,6,10,3,10.333333333333334,0,0,6,14,5,11.8,0,7.6,2.6,0.32,1
2,39,1,9254,1,19,133.1,1,1,1,4,4,120.0,0,0,0,1,1,0,39,0,0,6,12,3,11.666666666666666,0,0,6,12,3,11.333333333333334,0,10.8,1.4,1.74,2
1,17,4,9254,1,1,118.0,1,19,38,9,9,111.1,0,0,0,1,1,0,19,0,0,6,6,6,12.5,0,0,6,6,6,14.0,0,12.4,0.5,1.79,3
1,17,6,9500,1,1,141.0,1,3,3,2,2,136.7,1,0,0,1,0,0,18,0,0,7,8,6,13.507142857142856,0,0,8,11,6,13.05,0,16.2,0.3,-0.92,1
1,44,1,9003,1,39,130.0,1,19,1,9,1,130.0,0,0,0,1,1,0,21,0,0,6,16,5,13.8,0,0,6,15,5,12.4,0,15.5,2.8,-4.06,2
1,1,1,9238,1,1,139.0,1,19,19,1,4,145.0,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,1
1,1,1,9773,1,1,141.0,1,38,37,9,9,126.9,0,0,0,1,0,1,19,0,0,6,8,5,13.0,0,0,6,8,6,13.0,0,15.5,2.8,-4.06,1
1,39,2,8014,0,1,141.0,1,5,41,3,2,150.5,0,0,0,1,0,0,29,0,0,6,7,6,13.166666666666666,0,0,6,8,6,15.625,0,11.1,0.6,2.02,1
1,39,1,9119,1,1,130.0,1,37,37,9,9,137.2,0,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.8,1.4,1.74,2
1,39,1,9085,1,19,133.1,1,37,38,9,9,101.0,0,0,0,1,0,1,29,0,0,6,8,6,14.428571428571429,0,0,6,11,6,13.0,0,15.5,2.8,-4.06,1
1,1,3,9773,1,1,133.1,1,38,19,9,9,131.3,1,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,7,5,13.0,0,8.9,1.4,3.51,1
1,1,2,9500,1,1,134.0,1,19,1,9,9,128.4,1,0,0,1,0,0,18,0,0,7,7,7,13.471428571428572,0,0,8,8,8,13.944444444444445,0,12.4,0.5,1.79,1
1,17,6,9147,1,1,118.0,1,37,19,5,4,112.4,1,0,0,1,0,0,20,0,0,5,8,5,10.75,0,0,5,6,5,11.5,0,16.2,0.3,-0.92,3
1,39,1,9003,1,19,133.1,1,37,37,7,7,100.0,0,0,0,0,1,0,37,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,2
1,1,1,9147,1,1,130.0,1,37,37,9,6,133.9,0,0,0,1,1,0,35,0,0,5,8,5,13.6,1,0,5,6,5,13.0,0,9.4,-0.8,-3.12,3
1,17,5,9500,1,1,139.0,1,19,3,9,4,130.7,1,0,0,1,0,1,18,0,0,7,9,6,13.683333333333332,0,0,8,9,8,14.3555555555554,0,8.9,1.4,3.51,1
1,17,1,9147,1,1,135.0,1,1,19,5,5,122.3,0,0,0,1,0,1,19,0,0,5,6,5,12.4,0,0,5,8,5,12.6,0,12.7,3.7,-1.7,1
1,17,1,9147,1,1,125.0,1,37,38,9,9,119.5,1,0,0,1,0,0,19,0,0,5,9,5,11.0,0,0,5,10,4,11.5,0,10.8,1.4,1.74,3
4,39,1,9991,0,19,133.1,1,37,37,9,9,138.1,1,0,0,1,1,0,39,0,0,5,15,1,10.0,0,0,5,11,1,11.0,0,13.9,-0.3,0.79,2
1,17,1,9003,1,1,133.1,1,1,19,4,4,150.0,0,0,0,1,1,0,21,0,0,6,9,6,12.5,0,0,6,7,6,11.0,0,11.1,0.6,2.02,1
1,17,5,9147,1,1,121.0,1,1,1,7,4,114.6,1,0,0,1,1,0,21,0,0,5,10,3,11.333333333333334,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,2
1,43,1,9147,1,1,135.0,1,3,3,1,4,122.5,0,0,0,0,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,2
1,1,1,9147,1,1,135.0,1,19,37,5,5,122.1,0,0,0,1,0,0,18,0,0,5,7,5,12.333333333333334,0,0,5,7,4,11.25,0,12.7,3.7,-1.7,3
1,39,1,9991,0,1,133.1,1,34,34,0,0,120.7,1,0,0,1,0,0,28,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,2
1,43,1,9003,1,1,130.0,1,19,1,9,1,130.0,0,0,0,1,1,0,23,0,7,11,11,8,12.1,0,5,8,9,5,12.6,0,15.5,2.8,-4.06,3
1,44,1,9003,1,39,160.0,1,38,37,6,6,160.0,1,0,0,1,0,0,37,0,0,6,8,6,13.0,0,0,6,6,6,13.5,0,13.9,-0.3,0.79,1
1,44,1,9238,1,39,140.0,1,1,19,9,0,141.8,0,0,0,1,1,0,21,0,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,12.4,0.5,1.79,1
1,39,1,9003,1,1,133.1,1,38,37,9,7,138.4,0,0,0,1,1,0,27,0,0,6,12,2,17.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,2
1,17,2,9254,1,1,117.0,1,19,38,5,5,117.4,1,0,0,1,0,0,19,0,0,6,10,4,11.25,0,0,6,11,2,11.0,0,12.7,3.7,-1.7,3
1,1,6,9070,1,1,131.0,1,2,1,2,5,133.2,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,2
2,39,1,9147,1,19,133.1,1,1,19,4,4,101.0,0,0,0,1,0,0,26,0,0,5,9,4,11.25,0,0,5,12,0,0.0,0,9.4,-0.8,-3.12,2
1,1,1,9500,1,1,139.0,1,38,38,9,9,126.3,0,0,0,1,0,1,19,0,0,8,8,7,14.935714285714283,0,0,8,8,7,14.935714285714283,0,10.8,1.4,1.74,1
1,1,1,9238,1,1,140.0,1,19,38,4,9,124.5,0,0,0,1,0,0,19,0,0,6,8,6,11.714285714285714,0,0,6,9,6,11.5,0,13.9,-0.3,0.79,1
1,1,3,9500,1,1,143.0,1,19,37,7,7,129.5,1,0,0,1,0,1,19,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,1
1,1,1,9500,1,1,145.0,1,1,1,4,10,140.0,0,0,0,1,0,0,19,0,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,1
1,18,5,9147,1,1,117.0,1,19,19,9,9,119.5,1,0,1,0,1,1,19,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,2
1,39,1,9991,0,1,133.1,1,37,37,90,90,128.2,0,0,0,0,1,0,35,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
2,39,1,8014,0,1,150.0,1,37,37,4,7,148.5,0,0,0,1,0,0,33,0,0,6,7,6,13.5,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,1
1,42,1,9853,1,1,133.1,1,37,37,9,9,106.0,1,0,0,1,1,0,20,0,4,10,12,9,11.0,0,2,10,11,7,10.428571428571429,0,10.8,1.4,1.74,3
1,39,1,9670,1,12,133.1,1,37,1,9,10,120.0,0,0,0,1,1,0,50,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,2
1,17,2,9254,1,1,121.0,1,5,3,2,2,116.1,1,0,0,1,0,0,19,0,0,5,13,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
2,39,1,9991,0,1,140.0,1,37,37,9,9,130.0,0,0,0,1,0,0,34,0,0,5,8,3,13.0,0,0,5,9,3,11.0,0,12.7,3.7,-1.7,3
1,1,3,9500,1,1,145.0,1,19,37,9,3,127.3,1,0,0,1,0,1,18,0,0,8,8,8,13.63,0,0,8,8,8,13.63,0,9.4,-0.8,-3.12,1
1,1,1,9085,1,1,151.0,1,1,38,8,8,144.5,1,0,0,1,0,1,18,0,0,6,7,6,15.333333333333334,0,0,6,8,6,14.0,0,8.9,1.4,3.51,1
1,7,1,9500,1,3,140.0,1,1,19,9,10,140.0,0,0,0,1,0,0,30,0,0,7,7,0,0.0,0,0,8,8,0,0.0,0,15.5,2.8,-4.06,2
1,1,2,9500,1,1,149.0,1,37,38,5,10,127.5,1,0,0,1,0,0,18,0,0,8,8,7,12.485714285714286,0,0,8,8,7,12.485714285714286,0,10.8,1.4,1.74,1
1,17,3,9670,1,1,137.0,1,37,38,9,0,133.2,1,0,0,1,0,0,20,0,0,5,8,3,11.666666666666666,0,0,5,6,5,13.6,1,7.6,2.6,0.32,1
1,1,1,9070,1,1,140.0,1,38,37,4,9,144.9,0,0,0,1,1,1,20,0,7,12,12,12,14.142857142857142,0,4,12,12,12,15.0,0,15.5,2.8,-4.06,1
1,1,1,9254,1,1,148.0,1,1,38,6,7,141.7,1,0,0,1,0,1,18,0,0,6,9,5,13.4,0,0,6,12,5,12.4,0,8.9,1.4,3.51,1
1,1,1,9254,1,1,126.0,1,37,37,9,8,123.7,0,0,0,1,0,1,19,0,0,6,10,4,11.75,0,0,6,7,6,12.0,0,10.8,1.4,1.74,1
1,1,1,9130,1,1,130.0,1,1,1,9,9,125.7,0,0,0,1,0,1,18,0,0,6,8,6,13.333333333333334,0,0,6,11,2,13.5,0,8.9,1.4,3.51,2
1,39,1,9003,1,12,133.1,1,1,39,5,5,120.0,0,0,0,1,1,0,28,0,0,6,8,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,2
1,1,1,9085,1,1,133.1,1,38,38,9,7,138.0,1,0,0,1,0,0,20,0,0,6,8,6,15.0,1,0,6,6,6,14.5,0,12.7,3.7,-1.7,1
1,39,1,9991,0,12,133.1,1,37,37,90,90,128.2,0,0,0,0,1,0,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
1,1,1,9773,1,1,141.0,1,34,37,0,0,126.7,1,0,0,1,1,0,18,0,0,6,10,4,13.75,0,0,6,7,5,11.8,0,7.6,2.6,0.32,2
1,44,1,9003,1,39,150.0,1,1,1,4,4,150.0,1,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,6,5,13.0,0,15.5,2.8,-4.06,1
1,1,1,9773,1,1,140.0,1,19,38,9,5,133.6,0,0,0,1,0,0,20,0,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,1
1,1,2,9773,1,1,130.0,1,19,19,5,8,127.9,1,0,1,1,0,0,18,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,1
1,1,1,9254,1,1,147.0,1,38,38,9,6,139.4,1,0,0,1,0,0,18,0,0,6,10,3,11.666666666666666,0,0,6,7,1,10.0,0,10.8,1.4,1.74,2
1,17,1,9670,1,1,113.0,1,4,1,2,3,116.5,1,0,0,1,0,1,18,0,0,6,7,6,12.333333333333334,0,0,6,7,6,12.142857142857142,0,11.1,0.6,2.02,1
1,7,1,9500,1,3,140.0,1,10,19,90,10,140.0,1,0,0,1,0,0,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,2
1,17,1,9119,1,1,138.0,1,1,19,6,6,125.0,0,0,1,1,1,0,18,0,0,5,8,3,11.0,0,0,5,12,4,11.0,0,8.9,1.4,3.51,3
1,17,4,9254,1,1,134.0,1,1,1,3,3,120.7,1,0,0,0,1,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,2
1,1,3,9773,1,1,141.0,1,1,19,9,7,127.7,1,0,0,1,0,1,19,0,0,6,6,6,15.333333333333334,0,0,6,6,6,15.833333333333334,0,12.7,3.7,-1.7,1
1,17,1,9147,1,1,150.0,1,19,37,3,3,130.5,0,0,0,1,1,0,19,0,0,5,5,5,14.2,0,0,5,7,5,13.6,0,11.1,0.6,2.02,1
1,39,1,9003,1,1,130.0,1,1,1,5,4,120.0,0,0,1,0,1,0,28,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,2
1,1,1,9254,1,1,121.0,1,37,37,9,9,126.1,1,0,1,1,0,0,23,0,0,6,8,2,10.0,0,0,6,7,1,11.0,0,9.4,-0.8,-3.12,3
1,17,1,9254,1,1,125.0,1,38,1,3,4,121.7,0,0,0,1,1,0,18,0,0,6,15,2,10.5,0,0,6,10,4,10.75,0,12.4,0.5,1.79,3
2,43,1,171,1,1,130.0,1,37,37,9,8,140.0,0,0,0,1,0,0,34,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1,7.6,2.6,0.32,2
1,39,1,9085,1,1,110.0,1,37,37,9,9,110.0,0,0,0,1,0,0,49,0,0,6,13,6,15.307692307692308,0,0,6,14,6,14.5,0,15.5,2.8,-4.06,1
1,39,1,9991,0,10,133.1,1,34,34,0,0,118.4,1,0,0,1,0,0,37,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,2
1,1,1,9070,1,1,138.0,1,19,19,7,3,124.2,0,0,0,1,0,0,19,0,1,6,6,6,14.666666666666666,0,1,6,6,6,12.833333333333334,0,12.4,0.5,1.79,1
1,17,2,9773,1,1,129.0,1,1,19,5,7,118.9,1,0,0,1,0,1,18,0,0,6,6,6,13.333333333333334,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,1
1,1,1,9773,1,1,154.0,1,1,38,3,9,157.7,0,0,0,1,0,0,19,0,0,6,7,6,13.833333333333334,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,1
1,1,3,9085,1,1,143.0,1,37,38,0,90,159.1,0,0,0,1,0,0,18,0,0,5,5,5,12.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,1
1,1,1,8014,0,1,132.0,1,19,19,4,6,119.1,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,12.7,3.7,-1.7,1
1,7,1,9991,0,3,140.0,1,3,3,1,1,140.0,0,0,0,0,1,0,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,2
1,1,1,9773,1,1,148.0,1,1,38,4,5,138.4,1,0,0,1,0,0,20,0,0,6,6,6,14.833333333333334,0,0,6,6,6,15.166666666666666,0,11.1,0.6,2.02,1
1,44,1,9003,1,39,140.0,1,1,3,9,1,140.0,0,0,1,0,1,0,25,0,0,6,15,5,11.833333333333334,0,0,6,15,3,11.666666666666666,0,15.5,2.8,-4.06,2
1,17,1,9500,1,1,160.0,1,38,38,7,7,147.8,0,0,0,1,0,0,18,0,0,7,8,6,11.757142857142856,0,0,8,12,6,13.083333333333334,0,11.1,0.6,2.02,1
1,1,1,9238,1,1,133.1,1,19,38,4,8,95.0,0,0,0,1,0,0,21,0,0,6,7,4,11.0,0,0,6,8,4,11.5,0,11.1,0.6,2.02,3
1,1,2,9500,1,1,147.0,1,38,38,5,7,128.0,0,0,0,1,0,1,18,0,0,7,7,7,13.995714285714287,0,0,8,9,8,14.955555555555556,0,12.4,0.5,1.79,1
1,1,1,9254,1,1,158.0,1,1,19,5,7,153.5,1,0,0,1,0,1,20,0,0,6,7,6,14.833333333333334,0,0,6,6,6,14.166666666666666,0,11.1,0.6,2.02,1
2,39,1,9238,1,1,140.0,1,34,34,0,0,125.0,0,0,0,1,1,0,53,0,4,8,12,4,13.75,4,2,6,12,0,0.0,1,7.6,2.6,0.32,2
1,1,3,9500,1,1,148.0,1,1,1,9,9,125.8,1,0,0,1,0,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,1
1,1,3,9773,1,1,133.0,1,1,38,5,5,126.3,1,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,1
1,15,1,9773,1,1,130.0,41,1,19,9,9,130.0,0,0,0,1,0,0,20,1,0,6,6,6,13.833333333333334,0,0,6,6,6,14.0,0,15.5,2.8,-4.06,1
1,1,1,9238,1,1,143.0,1,19,19,5,5,136.7,0,0,0,1,0,1,18,0,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,1
1,44,1,9003,1,39,140.0,1,38,38,9,9,140.0,0,0,0,1,1,0,20,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,15.5,2.8,-4.06,1
1,17,4,9500,1,1,141.0,1,38,19,9,9,129.0,1,0,0,1,0,1,19,0,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,1
1,1,1,9085,1,1,136.0,1,1,37,4,7,129.8,0,0,0,1,1,0,18,0,0,5,7,4,11.5,0,0,5,6,5,12.0,0,7.6,2.6,0.32,1
1,1,1,9254,1,1,129.0,1,2,1,4,1,126.2,0,0,0,1,1,0,18,0,0,6,12,5,11.0,0,0,6,12,3,11.0,0,8.9,1.4,3.51,3
1,1,1,9670,1,1,140.0,1,19,38,4,9,145.3,1,0,0,1,0,1,20,0,0,6,6,6,11.333333333333334,0,0,6,8,6,11.333333333333334,0,7.6,2.6,0.32,3
1,39,1,9991,0,1,133.1,1,19,37,9,7,130.2,0,0,0,1,1,0,26,0,0,5,7,5,11.8,0,0,5,8,2,13.0,0,16.2,0.3,-0.92,2
1,1,1,9773,1,1,135.0,1,1,1,3,5,121.0,0,0,0,1,0,0,18,0,0,6,6,6,15.0,0,0,6,6,6,12.833333333333334,0,12.4,0.5,1.79,1
1,39,1,9085,1,19,133.1,1,19,37,4,3,104.0,1,0,0,1,0,0,23,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,2
1,1,1,9147,1,1,128.0,1,1,37,4,9,116.0,0,0,0,1,0,0,18,0,0,5,12,3,11.333333333333334,2,0,5,9,3,11.333333333333334,0,9.4,-0.8,-3.12,3
1,39,1,9147,1,12,133.1,1,37,37,5,9,140.0,0,0,0,1,1,0,31,0,1,5,6,1,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
1,1,1,9254,1,1,138.0,1,37,37,3,6,133.1,1,0,0,1,0,0,18,0,0,6,6,6,14.0,0,0,6,8,5,15.0,0,15.5,2.8,-4.06,1
1,1,1,9500,1,1,140.0,1,19,38,4,8,131.3,1,0,0,1,0,0,19,0,0,7,7,6,12.16,0,0,7,7,6,12.16,0,7.6,2.6,0.32,1
1,39,1,171,1,1,120.0,1,1,3,9,3,160.0,1,0,0,1,1,0,30,0,2,7,12,4,11.75,0,2,7,11,2,13.0,0,13.9,-0.3,0.79,2
1,1,5,9500,1,1,137.0,1,37,37,5,7,127.5,1,0,0,1,0,0,18,0,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,1
1,39,1,9147,1,19,133.1,1,37,19,9,9,95.0,0,0,0,1,1,0,39,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,2
1,1,1,9500,1,1,135.0,1,1,19,9,8,127.0,0,0,0,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,2
1,39,1,9147,1,1,160.0,1,19,38,7,9,119.7,0,0,0,1,1,0,28,0,0,5,8,2,11.0,1,0,5,7,3,12.333333333333334,0,12.7,3.7,-1.7,2
1,1,1,9853,1,1,128.0,1,19,19,9,7,122.3,1,0,0,1,0,0,20,0,0,6,9,3,11.666666666666666,0,0,6,10,5,12.571428571428571,0,10.8,1.4,1.74,1
4,39,1,9670,1,1,133.1,1,37,37,9,5,100.9,0,0,0,1,0,0,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,2
1,39,1,9003,1,1,130.0,1,3,1,2,6,150.0,0,0,0,1,1,0,31,0,7,11,19,8,11.625,0,5,10,15,10,11.181818181818182,0,13.9,-0.3,0.79,1
1,1,1,9773,1,1,146.0,1,1,19,4,7,149.8,0,0,0,1,0,1,18,0,0,6,6,6,14.0,0,0,6,6,6,13.833333333333334,0,16.2,0.3,-0.92,1
1,1,3,9085,1,1,133.0,1,1,38,9,9,120.1,1,0,0,1,0,0,18,0,0,5,8,5,12.6,1,0,5,6,5,11.8,0,12.7,3.7,-1.7,3
1,15,1,9238,1,1,133.1,1,2,1,2,7,128.2,1,0,1,1,1,0,22,0,0,6,7,3,12.333333333333334,0,0,6,11,3,11.666666666666666,0,8.9,1.4,3.51,2
1,1,1,9500,1,1,149.0,1,11,11,90,90,139.8,1,0,0,1,0,0,18,0,0,7,7,7,14.033333333333331,0,0,7,7,7,14.033333333333331,0,7.6,2.6,0.32,1
1,1,1,9119,1,1,130.0,1,19,19,9,8,121.8,1,0,0,1,0,0,20,0,0,5,9,3,11.666666666666666,0,0,5,9,4,12.0,2,7.6,2.6,0.32,3
1,1,1,9238,1,1,138.0,1,1,19,3,3,145.0,1,0,0,1,0,0,19,0,0,6,6,6,12.666666666666666,0,0,6,7,6,13.666666666666666,0,10.8,1.4,1.74,1
2,39,1,171,1,1,133.1,1,37,37,9,9,149.9,1,0,0,1,1,0,31,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,2
1,1,1,9500,1,1,134.0,1,19,19,9,9,138.7,0,0,0,1,0,1,19,0,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,15.5,2.8,-4.06,1
1,1,1,9085,1,1,160.0,1,1,3,4,2,135.4,1,0,0,1,0,0,18,0,0,5,6,5,14.0,0,0,5,5,5,15.8,0,10.8,1.4,1.74,1
1,17,4,9500,1,1,134.0,1,1,3,4,3,122.0,1,0,0,1,0,0,18,0,0,7,7,7,13.817142857142857,0,0,8,9,8,14.955555555555556,0,13.9,-0.3,0.79,1
2,39,1,9500,1,1,120.0,1,37,37,9,9,108.7,0,0,0,1,0,0,33,0,0,8,14,2,12.5,0,0,8,14,2,13.0,0,12.7,3.7,-1.7,2
2,39,1,9147,1,1,120.0,1,1,37,4,5,110.0,0,0,0,1,1,0,34,0,0,5,7,3,10.333333333333334,0,0,5,8,4,11.75,0,9.4,-0.8,-3.12,3
1,17,1,9119,1,1,133.1,1,3,3,2,2,100.0,0,0,0,1,1,0,19,0,0,5,11,1,13.0,0,0,5,13,2,10.0,0,12.4,0.5,1.79,3
1,17,4,9500,1,1,145.0,1,1,3,4,7,136.3,1,0,0,1,0,0,18,0,0,7,8,6,13.391666666666666,1,0,8,8,8,14.3875,0,13.9,-0.3,0.79,1
1,1,3,9119,1,1,135.0,1,1,38,4,9,121.0,1,0,0,1,1,0,19,0,0,5,7,5,11.4,0,0,5,9,3,11.0,3,7.6,2.6,0.32,3
1,17,1,9070,1,1,151.0,1,1,1,4,4,151.0,0,0,0,1,0,0,18,0,0,6,6,6,13.166666666666666,0,0,6,6,6,13.0,0,12.7,3.7,-1.7,1
1,1,1,9238,1,1,132.0,1,37,38,9,7,124.8,1,0,0,1,0,0,19,0,0,6,8,5,11.4,0,0,6,9,4,11.75,0,13.9,-0.3,0.79,1
1,44,1,9130,1,39,140.0,1,38,19,9,8,140.0,1,0,0,1,0,0,20,0,1,6,8,6,12.625,0,1,6,12,3,13.0,0,16.2,0.3,-0.92,1
1,17,2,9500,1,1,130.0,1,19,1,9,7,127.3,1,0,0,1,0,1,18,0,0,7,7,7,13.694285714285714,0,0,8,9,8,14.955555555555556,0,12.4,0.5,1.79,1
1,1,1,9147,1,1,128.0,1,1,19,3,10,118.2,0,0,0,1,1,0,19,0,0,5,13,1,10.0,0,0,5,9,2,10.0,2,16.2,0.3,-0.92,3
1,39,1,9003,1,1,133.1,1,37,37,9,9,100.0,0,0,1,0,0,0,28,0,0,6,8,4,12.0,0,0,6,7,4,12.75,0,13.9,-0.3,0.79,2
1,17,1,9853,1,1,154.0,1,1,1,4,8,134.2,1,0,0,1,0,0,20,0,0,6,9,5,14.142857142857142,0,0,6,8,6,16.2,0,9.4,-0.8,-3.12,1
